timestamp,test-class,test-method,time,description,result
2021-09-11 13:37:32.388,acme.testing.SignUpTest,createPositive,5243,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-09-11 13:37:37.929,acme.testing.SignUpTest,createPositive,5292,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com",OK
2021-09-11 13:37:43.013,acme.testing.SignUpTest,createPositive,4824,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw",OK
2021-09-11 13:37:48.021,acme.testing.SignUpTest,createPositive,4770,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name",OK
2021-09-11 13:37:52.995,acme.testing.SignUpTest,createPositive,4722,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com",OK
2021-09-11 13:37:58.994,acme.testing.SignUpTest,createPositive,5756,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com",OK
2021-09-11 13:38:04.042,acme.testing.SignUpTest,createPositive,4798,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com",OK
2021-09-11 13:38:09.022,acme.testing.SignUpTest,createPositive,4742,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de",OK
2021-09-11 13:38:14.541,acme.testing.SignUpTest,createPositive,5269,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com",OK
2021-09-11 13:38:20.06,acme.testing.SignUpTest,createPositive,5276,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-09-11 13:38:21.767,acme.testing.SignUpTest,createNegative,1450,"[1] username=johnny, password=johnny, name=pepe, surname=Johnny, email=López, license=john@mail.com",OK
2021-09-11 13:38:23.46,acme.testing.SignUpTest,createNegative,1451,"[2] username=lorraine, password=lorraine, name=lorraine, surname=Lorraine, email=Williams, license=lorraine",OK
2021-09-11 13:38:25.161,acme.testing.SignUpTest,createNegative,1454,"[3] username=null, password=leslie, name=leslie, surname=Marti, email=Ramport, license=leslie@us.es",OK
2021-09-11 13:38:26.858,acme.testing.SignUpTest,createNegative,1453,"[4] username=fer, password=fernando, name=fernando, surname=Fernando, email=Valdes, license=fer@gmail.com",OK
2021-09-11 13:38:28.561,acme.testing.SignUpTest,createNegative,1458,"[5] username=fernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarro, password=fernando, name=fernando, surname=Fernnado, email=Valdes, license=fer@gmail.com",OK
2021-09-11 13:38:30.268,acme.testing.SignUpTest,createNegative,1459,"[6] username=fernando, password=null, name=null, surname=fernando, email=valdes, license=fer@gmail.com",OK
2021-09-11 13:38:31.973,acme.testing.SignUpTest,createNegative,1461,"[7] username=fernando, password=fer, name=fer, surname=fernando, email=valdes, license=fer@gmail.com",OK
2021-09-11 13:38:33.765,acme.testing.SignUpTest,createNegative,1551,"[8] username=fernando, password=fernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarro, name=fernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarro, surname=fernando, email=valdes, license=fer@gmail.com",OK
2021-09-11 13:38:35.466,acme.testing.SignUpTest,createNegative,1453,"[9] username=fernando, password=fernando, name=fernando, surname=null, email=valdes, license=fer@gmail.com",OK
2021-09-11 13:38:37.166,acme.testing.SignUpTest,createNegative,1459,"[10] username=fernando, password=fernando, name=fernando, surname=fernando, email=null, license=fer@gmail.com",OK
2021-09-11 13:38:38.947,acme.testing.SignUpTest,createNegative,1525,"[11] username=fernando, password=fernando, name=fernando, surname=fernando, email=valdes, license=null",OK
2021-09-11 13:38:56.197,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listPositive,3089,"[1] recordIndex=0, publicTasks=12, privateTasks=6, finishedTasks=6, nonFinishedTasks=12, averageWorkFlow=3.06, deviationWorkFlow=7.53, maxWorkFlow=25.00, minWorkFlow=1.00, averageExecutionPeriod=141.56, deviationExecutionPeriod=168.99, maxExecutionPeriod=371.00, minExecutionPeriod=0.00",OK
2021-09-11 13:39:03.128,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listPositive,6689,"[2] recordIndex=1, publicTasks=12, privateTasks=7, finishedTasks=6, nonFinishedTasks=13, averageWorkFlow=2.56, deviationWorkFlow=7.38, maxWorkFlow=25.00, minWorkFlow=0.00, averageExecutionPeriod=134.16, deviationExecutionPeriod=177.76, maxExecutionPeriod=371.00, minExecutionPeriod=0.00",OK
2021-09-11 13:39:11.571,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listPositive,8203,"[3] recordIndex=2, publicTasks=12, privateTasks=7, finishedTasks=6, nonFinishedTasks=13, averageWorkFlow=4.12, deviationWorkFlow=9.29, maxWorkFlow=25.00, minWorkFlow=1.00, averageExecutionPeriod=134.16, deviationExecutionPeriod=177.76, maxExecutionPeriod=371.00, minExecutionPeriod=0.00",OK
2021-09-11 13:39:12.076,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listNegative,257,"[1] username=null, password=null",OK
2021-09-11 13:39:15.056,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listNegative,2723,"[2] username=manager3, password=manager3",OK
2021-09-11 13:39:32.704,acme.testing.authenticated.useraccount.AuthenticatedUserAccountShowTest,showPositive,3060,"[1] username=manager2, password=manager2, confirmation=manager2, name=Manager2, surname=Manager2, email=manager2@gmail.com",OK
2021-09-11 13:39:33.205,acme.testing.authenticated.useraccount.AuthenticatedUserAccountShowTest,showNegative,266,"showNegative()",OK
2021-09-11 13:39:52.088,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updatePositive,4250,"[1] password=carvilgar1, confirmation=carvilgar1, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
2021-09-11 13:39:56.018,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,3664,"[1] password=carvilgar1, confirmation=error404, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
2021-09-11 13:39:59.881,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,3606,"[2] password=null, confirmation=null, name=null, surname=null, email=null",OK
2021-09-11 13:40:03.784,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,3667,"[3] password=a, confirmation=a, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
2021-09-11 13:40:07.791,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,3767,"[4] password=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, confirmation=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
