timestamp,test-class,test-method,time,description,result
2021-09-01 10:35:28.215,acme.testing.SignUpTest,createPositive,4816,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-09-01 10:35:34.275,acme.testing.SignUpTest,createPositive,5810,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com",OK
2021-09-01 10:35:39.798,acme.testing.SignUpTest,createPositive,5271,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw",OK
2021-09-01 10:35:44.801,acme.testing.SignUpTest,createPositive,4755,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name",OK
2021-09-01 10:35:50.302,acme.testing.SignUpTest,createPositive,5248,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com",OK
2021-09-01 10:35:56.29,acme.testing.SignUpTest,createPositive,5747,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com",OK
2021-09-01 10:36:01.826,acme.testing.SignUpTest,createPositive,5280,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com",OK
2021-09-01 10:36:07.844,acme.testing.SignUpTest,createPositive,5772,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de",OK
2021-09-01 10:36:12.883,acme.testing.SignUpTest,createPositive,4785,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com",OK
2021-09-01 10:36:18.859,acme.testing.SignUpTest,createPositive,5730,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-09-01 10:36:20.673,acme.testing.SignUpTest,createNegative,1538,"[1] username=johnny, password=johnny, name=pepe, surname=Johnny, email=López, license=john@mail.com",OK
2021-09-01 10:36:22.366,acme.testing.SignUpTest,createNegative,1450,"[2] username=lorraine, password=lorraine, name=lorraine, surname=Lorraine, email=Williams, license=lorraine",OK
2021-09-01 10:36:24.054,acme.testing.SignUpTest,createNegative,1437,"[3] username=null, password=leslie, name=leslie, surname=Marti, email=Ramport, license=leslie@us.es",OK
2021-09-01 10:36:25.782,acme.testing.SignUpTest,createNegative,1458,"[4] username=fer, password=fernando, name=fernando, surname=Fernando, email=Valdes, license=fer@gmail.com",OK
2021-09-01 10:36:27.526,acme.testing.SignUpTest,createNegative,1495,"[5] username=fernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarro, password=fernando, name=fernando, surname=Fernnado, email=Valdes, license=fer@gmail.com",OK
2021-09-01 10:36:29.242,acme.testing.SignUpTest,createNegative,1468,"[6] username=fernando, password=null, name=null, surname=fernando, email=valdes, license=fer@gmail.com",OK
2021-09-01 10:36:30.948,acme.testing.SignUpTest,createNegative,1453,"[7] username=fernando, password=fer, name=fer, surname=fernando, email=valdes, license=fer@gmail.com",OK
2021-09-01 10:36:32.69,acme.testing.SignUpTest,createNegative,1488,"[8] username=fernando, password=fernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarro, name=fernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarro, surname=fernando, email=valdes, license=fer@gmail.com",OK
2021-09-01 10:36:34.389,acme.testing.SignUpTest,createNegative,1451,"[9] username=fernando, password=fernando, name=fernando, surname=null, email=valdes, license=fer@gmail.com",OK
2021-09-01 10:36:36.081,acme.testing.SignUpTest,createNegative,1435,"[10] username=fernando, password=fernando, name=fernando, surname=fernando, email=null, license=fer@gmail.com",OK
2021-09-01 10:36:37.89,acme.testing.SignUpTest,createNegative,1540,"[11] username=fernando, password=fernando, name=fernando, surname=fernando, email=valdes, license=null",OK
2021-09-01 10:36:56.77,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listPositive,3601,"[1] recordIndex=0, publicTasks=12, privateTasks=6, finishedTasks=6, nonFinishedTasks=12, averageWorkFlow=3.06, deviationWorkFlow=7.53, maxWorkFlow=25.00, minWorkFlow=1.00, averageExecutionPeriod=142.72, deviationExecutionPeriod=178.27, maxExecutionPeriod=371.00, minExecutionPeriod=0.00",OK
2021-09-01 10:37:03.762,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listPositive,6743,"[2] recordIndex=1, publicTasks=12, privateTasks=7, finishedTasks=6, nonFinishedTasks=13, averageWorkFlow=2.56, deviationWorkFlow=7.38, maxWorkFlow=25.00, minWorkFlow=0.00, averageExecutionPeriod=135.26, deviationExecutionPeriod=182.36, maxExecutionPeriod=371.00, minExecutionPeriod=0.00",OK
2021-09-01 10:37:15.253,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listPositive,11239,"[3] recordIndex=2, publicTasks=12, privateTasks=7, finishedTasks=6, nonFinishedTasks=13, averageWorkFlow=4.12, deviationWorkFlow=9.29, maxWorkFlow=25.00, minWorkFlow=1.00, averageExecutionPeriod=135.26, deviationExecutionPeriod=182.36, maxExecutionPeriod=371.00, minExecutionPeriod=0.00",OK
2021-09-01 10:37:16.34,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listNegative,541,"[1] username=null, password=null",OK
2021-09-01 10:37:21.971,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listNegative,5115,"[2] username=manager3, password=manager3",OK
2021-09-01 10:37:40.167,acme.testing.authenticated.useraccount.AuthenticatedUserAccountShowTest,showPositive,3070,"[1] username=manager2, password=manager2, confirmation=manager2, name=Manager2, surname=Manager2, email=manager2@gmail.com",OK
2021-09-01 10:37:40.698,acme.testing.authenticated.useraccount.AuthenticatedUserAccountShowTest,showNegative,281,"showNegative()",OK
2021-09-01 10:38:00.818,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updatePositive,4369,"[1] password=carvilgar1, confirmation=carvilgar1, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
2021-09-01 10:38:04.822,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,3750,"[1] password=carvilgar1, confirmation=error404, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
2021-09-01 10:38:08.708,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,3637,"[2] password=null, confirmation=null, name=null, surname=null, email=null",OK
2021-09-01 10:38:12.646,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,3679,"[3] password=a, confirmation=a, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
2021-09-01 10:38:16.645,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,3757,"[4] password=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, confirmation=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
