timestamp,test-class,test-method,time,description,result
2021-08-30 15:06:56.437,acme.testing.SignUpTest,createPositive,4831,"[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es",OK
2021-08-30 15:07:02.02,acme.testing.SignUpTest,createPositive,5337,"[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com",OK
2021-08-30 15:07:06.996,acme.testing.SignUpTest,createPositive,4723,"[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw",OK
2021-08-30 15:07:13.013,acme.testing.SignUpTest,createPositive,5776,"[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name",OK
2021-08-30 15:07:18.524,acme.testing.SignUpTest,createPositive,5270,"[7] username=lukas, password=lukas, name=Lukas, surname=Smith, email=lukas@mail.com",OK
2021-08-30 15:07:24.538,acme.testing.SignUpTest,createPositive,5765,"[8] username=mary-dt, password=mary-dt, name=Mary, surname=Design-Testing, email=mary@email.com",OK
2021-08-30 15:07:30.028,acme.testing.SignUpTest,createPositive,5248,"[9] username=jorge, password=jorge, name=Jorge, surname=Libertad, email=jorge@yahoo.com",OK
2021-08-30 15:07:35.066,acme.testing.SignUpTest,createPositive,4798,"[10] username=sonia, password=sonia, name=Snojia Guðrún, surname=Þor-Anaïs, email=sonja@liberty.de",OK
2021-08-30 15:07:40.125,acme.testing.SignUpTest,createPositive,4787,"[11] username=parker, password=parker, name=Parker Sigurður, surname=Mañón-Perigüeñez, email=parker@outlook.com",OK
2021-08-30 15:07:45.612,acme.testing.SignUpTest,createPositive,5241,"[12] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-08-30 15:07:47.3,acme.testing.SignUpTest,createNegative,1434,"[1] username=johnny, password=johnny, name=pepe, surname=Johnny, email=López, license=john@mail.com",OK
2021-08-30 15:07:49.006,acme.testing.SignUpTest,createNegative,1452,"[2] username=lorraine, password=lorraine, name=lorraine, surname=Lorraine, email=Williams, license=lorraine",OK
2021-08-30 15:07:50.757,acme.testing.SignUpTest,createNegative,1500,"[3] username=null, password=leslie, name=leslie, surname=Marti, email=Ramport, license=leslie@us.es",OK
2021-08-30 15:07:52.454,acme.testing.SignUpTest,createNegative,1456,"[4] username=fer, password=fernando, name=fernando, surname=Fernando, email=Valdes, license=fer@gmail.com",OK
2021-08-30 15:07:54.271,acme.testing.SignUpTest,createNegative,1571,"[5] username=fernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarro, password=fernando, name=fernando, surname=Fernnado, email=Valdes, license=fer@gmail.com",OK
2021-08-30 15:07:55.96,acme.testing.SignUpTest,createNegative,1436,"[6] username=fernando, password=null, name=null, surname=fernando, email=valdes, license=fer@gmail.com",OK
2021-08-30 15:07:57.674,acme.testing.SignUpTest,createNegative,1469,"[7] username=fernando, password=fer, name=fer, surname=fernando, email=valdes, license=fer@gmail.com",OK
2021-08-30 15:07:59.432,acme.testing.SignUpTest,createNegative,1515,"[8] username=fernando, password=fernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarro, name=fernandovaldesnavarrofernandovaldesnavarrofernandovaldesnavarro, surname=fernando, email=valdes, license=fer@gmail.com",OK
2021-08-30 15:08:01.121,acme.testing.SignUpTest,createNegative,1446,"[9] username=fernando, password=fernando, name=fernando, surname=null, email=valdes, license=fer@gmail.com",OK
2021-08-30 15:08:02.824,acme.testing.SignUpTest,createNegative,1460,"[10] username=fernando, password=fernando, name=fernando, surname=fernando, email=null, license=fer@gmail.com",OK
2021-08-30 15:08:04.53,acme.testing.SignUpTest,createNegative,1461,"[11] username=fernando, password=fernando, name=fernando, surname=fernando, email=valdes, license=null",OK
2021-08-30 15:08:23.877,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listPositive,3659,"[1] recordIndex=0, publicTasks=12, privateTasks=6, finishedTasks=6, nonFinishedTasks=12, averageWorkFlow=3.06, deviationWorkFlow=7.53, maxWorkFlow=25.00, minWorkFlow=1.00, averageExecutionPeriod=142.72, deviationExecutionPeriod=178.27, maxExecutionPeriod=371.00, minExecutionPeriod=0.00",OK
2021-08-30 15:08:31.446,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listPositive,7321,"[2] recordIndex=1, publicTasks=12, privateTasks=7, finishedTasks=6, nonFinishedTasks=13, averageWorkFlow=2.56, deviationWorkFlow=7.38, maxWorkFlow=25.00, minWorkFlow=0.00, averageExecutionPeriod=135.26, deviationExecutionPeriod=182.36, maxExecutionPeriod=371.00, minExecutionPeriod=0.00",OK
2021-08-30 15:08:39.985,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listPositive,8299,"[3] recordIndex=2, publicTasks=12, privateTasks=7, finishedTasks=6, nonFinishedTasks=13, averageWorkFlow=4.12, deviationWorkFlow=9.29, maxWorkFlow=25.00, minWorkFlow=1.00, averageExecutionPeriod=135.26, deviationExecutionPeriod=182.36, maxExecutionPeriod=371.00, minExecutionPeriod=0.00",OK
2021-08-30 15:08:40.498,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listNegative,266,"[1] username=null, password=null",OK
2021-08-30 15:08:43.493,acme.testing.administrator.task.AdministratorTaskDashBoardTestCase,listNegative,2721,"[2] username=manager3, password=manager3",OK
2021-08-30 15:09:02.802,acme.testing.authenticated.useraccount.AuthenticatedUserAccountShowTest,showPositive,3078,"[1] username=manager2, password=manager2, confirmation=manager2, name=Manager2, surname=Manager2, email=manager2@gmail.com",OK
2021-08-30 15:09:03.309,acme.testing.authenticated.useraccount.AuthenticatedUserAccountShowTest,showNegative,264,"showNegative()",OK
2021-08-30 15:09:22.866,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updatePositive,4301,"[1] password=carvilgar1, confirmation=carvilgar1, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
2021-08-30 15:09:26.828,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,3714,"[1] password=carvilgar1, confirmation=error404, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
2021-08-30 15:09:30.697,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,3622,"[2] password=null, confirmation=null, name=null, surname=null, email=null",OK
2021-08-30 15:09:34.667,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,3721,"[3] password=a, confirmation=a, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
2021-08-30 15:09:38.664,acme.testing.authenticated.useraccount.AuthenticatedUserAccountUpdateTest,updateNegative,3751,"[4] password=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, confirmation=aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, name=Carlos Jesus, surname=Villadiego Garcia, email=carvilgar1@alum.us.es",OK
